Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_30_4_qualimap_bamqc | Canberra_30_4	/home/santang3/scratch/glue/results/bam/final/Canberra_30_4_merged_sorted_dupsMarked.bam	12011369.0	4772325.0	516312567.0	515359496.0	58388.7884	119.0	11.8117	0.0165	0.5613	39.73173249443923
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_30_6_qualimap_bamqc | Canberra_30_6	/home/santang3/scratch/glue/results/bam/final/Canberra_30_6_merged_sorted_dupsMarked.bam	4752134.0	1625975.0	204587531.0	204125820.0	122337.0827	181.0	11.8203	0.0226	0.2224	34.21568078677916
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_30_7_qualimap_bamqc | Canberra_30_7	/home/santang3/scratch/glue/results/bam/final/Canberra_30_7_merged_sorted_dupsMarked.bam	7476606.0	1191136.0	125245535.0	125000432.0	91522.719	126.0	9.8818	0.0187	0.1362	15.931506889623448
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_30_8_qualimap_bamqc | Canberra_30_8	/home/santang3/scratch/glue/results/bam/final/Canberra_30_8_merged_sorted_dupsMarked.bam	4278565.0	2519487.0	334112370.0	333335319.0	160985.9109	202.0	12.5846	0.0233	0.3632	58.88626209955908
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_30_9_qualimap_bamqc | Canberra_30_9	/home/santang3/scratch/glue/results/bam/final/Canberra_30_9_merged_sorted_dupsMarked.bam	8414824.0	1156754.0	110523144.0	110310706.0	75043.5505	122.0	9.6541	0.0185	0.1202	13.746621438547022
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_15_qualimap_bamqc | Canberra_31_15	/home/santang3/scratch/glue/results/bam/final/Canberra_31_15_merged_sorted_dupsMarked.bam	6431596.0	5987643.0	783618230.0	782056669.0	70252.585	150.0	13.2363	0.0201	0.8519	93.09731208241314
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_17_qualimap_bamqc | Canberra_31_17	/home/santang3/scratch/glue/results/bam/final/Canberra_31_17_merged_sorted_dupsMarked.bam	5608898.0	2544772.0	336551248.0	335781246.0	136435.9987	206.0	12.8897	0.0217	0.3659	45.370267029280974
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_19_qualimap_bamqc | Canberra_31_19	/home/santang3/scratch/glue/results/bam/final/Canberra_31_19_merged_sorted_dupsMarked.bam	5813170.0	2203622.0	247464434.0	246902558.0	83956.0929	129.0	11.6154	0.0212	0.269	37.907406802140656
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_1_qualimap_bamqc | Canberra_31_1	/home/santang3/scratch/glue/results/bam/final/Canberra_31_1_merged_sorted_dupsMarked.bam	8578844.0	2405720.0	253635571.0	253160775.0	72981.2921	122.0	11.2204	0.0173	0.2757	28.0424728553171
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_2_qualimap_bamqc | Canberra_31_2	/home/santang3/scratch/glue/results/bam/final/Canberra_31_2_merged_sorted_dupsMarked.bam	11750070.0	8852762.0	1061145593.0	1059132557.0	86197.4147	122.0	12.5856	0.0165	1.1536	75.34220647196145
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_6_qualimap_bamqc | Canberra_31_6	/home/santang3/scratch/glue/results/bam/final/Canberra_31_6_merged_sorted_dupsMarked.bam	4545943.0	4299428.0	557009765.0	555732042.0	115312.93	153.0	13.0181	0.0217	0.6056	94.5772527284218
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_31_9_qualimap_bamqc | Canberra_31_9	/home/santang3/scratch/glue/results/bam/final/Canberra_31_9_merged_sorted_dupsMarked.bam	2443994.0	2030424.0	238985458.0	238528142.0	56433.9493	120.0	10.9406	0.0196	0.2598	83.07810902972757
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_32_11_qualimap_bamqc | Canberra_32_11	/home/santang3/scratch/glue/results/bam/final/Canberra_32_11_merged_sorted_dupsMarked.bam	6817841.0	6482395.0	838554977.0	836696559.0	107551.4477	147.0	13.3177	0.0215	0.9116	95.07987939290459
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_32_13_qualimap_bamqc | Canberra_32_13	/home/santang3/scratch/glue/results/bam/final/Canberra_32_13_merged_sorted_dupsMarked.bam	3878173.0	3646132.0	500855439.0	499674285.0	170518.0608	223.0	13.4055	0.0227	0.5445	94.01674448251794
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_32_15_qualimap_bamqc | Canberra_32_15	/home/santang3/scratch/glue/results/bam/final/Canberra_32_15_merged_sorted_dupsMarked.bam	4147518.0	3941141.0	547185320.0	545983756.0	184703.2347	236.0	13.3446	0.0227	0.5949	95.02408428366074
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_32_17_qualimap_bamqc | Canberra_32_17	/home/santang3/scratch/glue/results/bam/final/Canberra_32_17_merged_sorted_dupsMarked.bam	6280047.0	5891865.0	791059352.0	789363624.0	122269.7896	163.0	13.4735	0.0223	0.86	93.8188042223251
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_33_8_qualimap_bamqc | Canberra_33_8	/home/santang3/scratch/glue/results/bam/final/Canberra_33_8_merged_sorted_dupsMarked.bam	3886434.0	3124167.0	444296681.0	443340461.0	174996.0622	271.0	13.1127	0.0224	0.483	80.38646738887113
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_33_9_qualimap_bamqc | Canberra_33_9	/home/santang3/scratch/glue/results/bam/final/Canberra_33_9_merged_sorted_dupsMarked.bam	9604790.0	1069623.0	91795552.0	91625815.0	63806.159	101.0	9.0341	0.0185	0.0998	11.136349675526482
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_34_14_qualimap_bamqc | Canberra_34_14	/home/santang3/scratch/glue/results/bam/final/Canberra_34_14_merged_sorted_dupsMarked.bam	7363349.0	623266.0	38985554.0	38921225.0	35212.5652	20.0	6.6209	0.0186	0.0424	8.46443649486124
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_34_7_qualimap_bamqc | Canberra_34_7	/home/santang3/scratch/glue/results/bam/final/Canberra_34_7_merged_sorted_dupsMarked.bam	6732093.0	6147099.0	830198511.0	828572339.0	108908.5139	155.0	13.4975	0.0216	0.9026	91.31036959828094
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_10_qualimap_bamqc | Canberra_3_10	/home/santang3/scratch/glue/results/bam/final/Canberra_3_10_merged_sorted_dupsMarked.bam	5680880.0	4835182.0	679273394.0	677698075.0	133677.3359	202.0	13.3095	0.0225	0.7385	85.11325710101252
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_11_qualimap_bamqc | Canberra_3_11	/home/santang3/scratch/glue/results/bam/final/Canberra_3_11_merged_sorted_dupsMarked.bam	4458189.0	3406432.0	471663134.0	470544976.0	157634.6617	213.0	13.2687	0.0228	0.5128	76.4084250353675
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_3_qualimap_bamqc | Canberra_3_3	/home/santang3/scratch/glue/results/bam/final/Canberra_3_3_merged_sorted_dupsMarked.bam	7524561.0	979077.0	94320799.0	94137389.0	78048.8197	119.0	9.1034	0.0189	0.1025	13.011749123968826
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_4_qualimap_bamqc | Canberra_3_4	/home/santang3/scratch/glue/results/bam/final/Canberra_3_4_merged_sorted_dupsMarked.bam	5897985.0	2248939.0	282157922.0	281556640.0	104847.6303	156.0	12.1785	0.0216	0.3067	38.13063274999852
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_5_qualimap_bamqc | Canberra_3_5	/home/santang3/scratch/glue/results/bam/final/Canberra_3_5_merged_sorted_dupsMarked.bam	7362973.0	6124996.0	833701015.0	831805462.0	108563.1885	164.0	13.5333	0.0214	0.9064	83.18645199432349
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_3_9_qualimap_bamqc | Canberra_3_9	/home/santang3/scratch/glue/results/bam/final/Canberra_3_9_merged_sorted_dupsMarked.bam	3228283.0	530645.0	55645990.0	55538891.0	83709.2373	127.0	7.7615	0.0185	0.0605	16.43737553368153
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_13_qualimap_bamqc | Canberra_4_13	/home/santang3/scratch/glue/results/bam/final/Canberra_4_13_merged_sorted_dupsMarked.bam	16093892.0	5654508.0	527658698.0	526787798.0	32284.5611	106.0	11.5935	0.016	0.5736	35.134496988049875
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_15_qualimap_bamqc | Canberra_4_15	/home/santang3/scratch/glue/results/bam/final/Canberra_4_15_merged_sorted_dupsMarked.bam	653369.0	223391.0	28059842.0	27998459.0	108830.8753	165.0	6.6187	0.0227	0.0305	34.19063347051972
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_16_qualimap_bamqc | Canberra_4_16	/home/santang3/scratch/glue/results/bam/final/Canberra_4_16_merged_sorted_dupsMarked.bam	3834535.0	3672475.0	515491588.0	514269764.0	185844.1178	270.0	13.4183	0.0234	0.5604	95.77367268782264
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_3_qualimap_bamqc | Canberra_4_3	/home/santang3/scratch/glue/results/bam/final/Canberra_4_3_merged_sorted_dupsMarked.bam	9400148.0	3966240.0	461918864.0	461007581.0	85289.6446	132.0	12.3071	0.0207	0.5022	42.1933782319172
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_7_qualimap_bamqc | Canberra_4_7	/home/santang3/scratch/glue/results/bam/final/Canberra_4_7_merged_sorted_dupsMarked.bam	15506066.0	13483022.0	1726417415.0	1723109846.0	106359.2573	137.0	13.2299	0.0175	1.8769	86.95320915053503
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_4_8_qualimap_bamqc | Canberra_4_8	/home/santang3/scratch/glue/results/bam/final/Canberra_4_8_merged_sorted_dupsMarked.bam	5289070.0	748795.0	56248899.0	56142041.0	58417.9866	22.0	7.9788	0.0204	0.0612	14.157403853607534
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_10_qualimap_bamqc | Canberra_5_10	/home/santang3/scratch/glue/results/bam/final/Canberra_5_10_merged_sorted_dupsMarked.bam	11445856.0	10955429.0	1402184196.0	1399461654.0	98362.7338	138.0	13.0817	0.017	1.5244	95.71524401495178
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_11_qualimap_bamqc | Canberra_5_11	/home/santang3/scratch/glue/results/bam/final/Canberra_5_11_merged_sorted_dupsMarked.bam	36017943.0	33718651.0	4057174230.0	4050097362.0	68829.1686	120.0	13.0331	0.0167	4.4108	93.61625954041851
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_12_qualimap_bamqc | Canberra_5_12	/home/santang3/scratch/glue/results/bam/final/Canberra_5_12_merged_sorted_dupsMarked.bam	4344646.0	1060961.0	132751114.0	132460622.0	129791.0881	187.0	10.6704	0.0232	0.1443	24.41996425025192
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_13_qualimap_bamqc | Canberra_5_13	/home/santang3/scratch/glue/results/bam/final/Canberra_5_13_merged_sorted_dupsMarked.bam	6579782.0	1436787.0	141312091.0	141039789.0	69701.4724	122.0	10.4757	0.0212	0.1536	21.836392147946544
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_14_qualimap_bamqc | Canberra_5_14	/home/santang3/scratch/glue/results/bam/final/Canberra_5_14_merged_sorted_dupsMarked.bam	6797365.0	6205015.0	813311181.0	811576018.0	101446.7194	150.0	13.4898	0.0213	0.8842	91.28559375581567
home | santang3 | scratch | glue | results | qc | qualimap | Canberra_5_4_qualimap_bamqc | Canberra_5_4	/home/santang3/scratch/glue/results/bam/final/Canberra_5_4_merged_sorted_dupsMarked.bam	5352540.0	4607231.0	642671550.0	641246863.0	141054.1206	214.0	13.73	0.0221	0.6987	86.07560149013366
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_10_qualimap_bamqc | Cape_Town_12_10	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_10_merged_sorted_dupsMarked.bam	18234549.0	13451821.0	1818858719.0	1814742045.0	116500.5037	178.0	14.3367	0.0224	1.9774	73.77106502606672
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_11_qualimap_bamqc | Cape_Town_12_11	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_11_merged_sorted_dupsMarked.bam	16316156.0	15697164.0	2101094268.0	2096444500.0	99843.2595	166.0	14.3826	0.0219	2.2842	96.20626328897566
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_13_qualimap_bamqc | Cape_Town_12_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_13_merged_sorted_dupsMarked.bam	16817105.0	16441752.0	2234787643.0	2229796954.0	116337.0932	180.0	14.5706	0.0224	2.4296	97.76802844484827
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_2_qualimap_bamqc | Cape_Town_12_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_2_merged_sorted_dupsMarked.bam	11360578.0	10747619.0	1503463757.0	1500026860.0	154210.3133	221.0	14.2568	0.0228	1.6345	94.60450867904785
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_4_qualimap_bamqc | Cape_Town_12_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_4_merged_sorted_dupsMarked.bam	14583502.0	14080380.0	1939850347.0	1935165988.0	131030.0957	189.0	14.5217	0.023	2.1089	96.55006047244345
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_5_qualimap_bamqc | Cape_Town_12_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_5_merged_sorted_dupsMarked.bam	10279781.0	7496341.0	1014687233.0	1012363374.0	140144.8696	204.0	13.9292	0.023	1.1031	72.92315857701638
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_6_qualimap_bamqc | Cape_Town_12_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_6_merged_sorted_dupsMarked.bam	17534385.0	9020167.0	1115807583.0	1113179486.0	98705.508	160.0	13.9569	0.0227	1.2131	51.44273380560539
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_7_qualimap_bamqc | Cape_Town_12_7	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_7_merged_sorted_dupsMarked.bam	15723423.0	15152816.0	2038145227.0	2033411232.0	114026.7713	170.0	14.396	0.0223	2.2158	96.37097469170676
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_12_8_qualimap_bamqc | Cape_Town_12_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_12_8_merged_sorted_dupsMarked.bam	15608889.0	11683487.0	1531717565.0	1528260562.0	95147.8302	160.0	14.1455	0.022	1.6652	74.85149647742386
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_10_qualimap_bamqc | Cape_Town_13_10	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_10_merged_sorted_dupsMarked.bam	7689061.0	1211584.0	130040560.0	129784546.0	76717.6232	130.0	9.7045	0.0182	0.1414	15.757242659409258
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_2_qualimap_bamqc | Cape_Town_13_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_2_merged_sorted_dupsMarked.bam	8533673.0	7687519.0	1045013113.0	1042588734.0	124451.591	189.0	13.8584	0.0224	1.1361	90.08452749478448
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_3_qualimap_bamqc | Cape_Town_13_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_3_merged_sorted_dupsMarked.bam	8721587.0	8131083.0	1055845831.0	1053632818.0	104498.0462	166.0	13.5857	0.0217	1.1479	93.22939735623802
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_4_qualimap_bamqc | Cape_Town_13_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_4_merged_sorted_dupsMarked.bam	14739278.0	13461230.0	1782541799.0	1779161112.0	94217.9144	162.0	13.8385	0.0212	1.9379	91.3289646887724
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_5_qualimap_bamqc | Cape_Town_13_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_5_merged_sorted_dupsMarked.bam	159150.0	137959.0	17676273.0	17641541.0	103365.5531	142.0	5.316	0.0192	0.0192	86.68488846999686
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_6_qualimap_bamqc | Cape_Town_13_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_6_merged_sorted_dupsMarked.bam	10791454.0	9278409.0	1276720007.0	1273904802.0	123394.7592	201.0	14.1955	0.0221	1.388	85.97922949029852
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_7_qualimap_bamqc | Cape_Town_13_7	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_7_merged_sorted_dupsMarked.bam	5160882.0	4941700.0	677283084.0	675941618.0	118239.345	196.0	12.706	0.0172	0.7363	95.75301276022199
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_8_qualimap_bamqc | Cape_Town_13_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_8_merged_sorted_dupsMarked.bam	11813935.0	11523191.0	1417935573.0	1415363050.0	73517.0047	124.0	12.6156	0.0172	1.5415	97.53897410134726
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_13_9_qualimap_bamqc | Cape_Town_13_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_13_9_merged_sorted_dupsMarked.bam	14496369.0	12354884.0	1736069187.0	1732102964.0	170037.1777	248.0	14.3837	0.0228	1.8874	85.22743867791996
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_10_qualimap_bamqc | Cape_Town_14_10	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_10_merged_sorted_dupsMarked.bam	14588678.0	14098506.0	1903698873.0	1899524899.0	101048.4748	177.0	13.9452	0.0213	2.0696	96.64005196358436
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_2_qualimap_bamqc | Cape_Town_14_2	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_2_merged_sorted_dupsMarked.bam	5061668.0	4632099.0	643025549.0	641549564.0	138592.751	204.0	13.4658	0.0225	0.6991	91.51329166590934
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_3_qualimap_bamqc | Cape_Town_14_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_3_merged_sorted_dupsMarked.bam	11278225.0	11072856.0	1519648435.0	1515996753.0	130541.3261	199.0	14.2405	0.0225	1.6521	98.17906629810984
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_4_qualimap_bamqc | Cape_Town_14_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_4_merged_sorted_dupsMarked.bam	12375211.0	12137477.0	1634257608.0	1630527667.0	105923.1393	174.0	14.0516	0.0217	1.7767	98.07894992659115
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_6_qualimap_bamqc | Cape_Town_14_6	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_6_merged_sorted_dupsMarked.bam	11786123.0	11382361.0	1525655462.0	1522404022.0	114023.8365	178.0	14.0327	0.0216	1.6586	96.57425940659198
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_7_qualimap_bamqc | Cape_Town_14_7	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_7_merged_sorted_dupsMarked.bam	15414270.0	14386024.0	2002381463.0	1997784819.0	117906.9708	193.0	14.5155	0.0219	2.1769	93.32925918645515
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_8_qualimap_bamqc | Cape_Town_14_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_8_merged_sorted_dupsMarked.bam	7198822.0	7006591.0	962397956.0	960332748.0	128871.1434	195.0	13.5704	0.0221	1.0463	97.32968810730422
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_14_9_qualimap_bamqc | Cape_Town_14_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_14_9_merged_sorted_dupsMarked.bam	5472336.0	5055062.0	638663005.0	637446584.0	101692.8604	140.0	12.1625	0.0176	0.6943	92.3748468661281
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_12_qualimap_bamqc | Cape_Town_18_12	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_12_merged_sorted_dupsMarked.bam	4930636.0	4397779.0	614565374.0	613198869.0	152909.5512	213.0	13.6184	0.0227	0.6681	89.19293575920022
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_13_qualimap_bamqc | Cape_Town_18_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_13_merged_sorted_dupsMarked.bam	6453114.0	6031099.0	803546412.0	801894649.0	121816.0607	169.0	13.3786	0.018	0.8736	93.46028909453638
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_14_qualimap_bamqc | Cape_Town_18_14	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_14_merged_sorted_dupsMarked.bam	6604874.0	3174916.0	439067903.0	438095514.0	179440.8708	253.0	13.2255	0.0232	0.4773	48.069289436861325
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_16_qualimap_bamqc | Cape_Town_18_16	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_16_merged_sorted_dupsMarked.bam	4131633.0	3678803.0	517701176.0	516586944.0	188654.2456	312.0	13.3196	0.0235	0.5628	89.03992682796367
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_3_qualimap_bamqc | Cape_Town_18_3	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_3_merged_sorted_dupsMarked.bam	8443408.0	8080122.0	1047807047.0	1045888140.0	106731.4195	143.0	12.6801	0.018	1.1391	95.69740085993712
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_4_qualimap_bamqc | Cape_Town_18_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_4_merged_sorted_dupsMarked.bam	5312428.0	4873825.0	692743343.0	691152640.0	178825.748	227.0	13.9222	0.0232	0.7531	91.74383163404755
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_18_9_qualimap_bamqc | Cape_Town_18_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_18_9_merged_sorted_dupsMarked.bam	4474735.0	3919078.0	555807061.0	554369696.0	179847.527	221.0	13.2515	0.0239	0.6042	87.5823484519195
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_10_qualimap_bamqc | Cape_Town_19_10	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_10_merged_sorted_dupsMarked.bam	15844668.0	15109893.0	1961438316.0	1957419747.0	103846.3396	154.0	13.8781	0.0213	2.1324	95.36263555664277
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_11_qualimap_bamqc | Cape_Town_19_11	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_11_merged_sorted_dupsMarked.bam	8661303.0	6333505.0	835735923.0	834089434.0	101399.7595	170.0	12.7932	0.018	0.9086	73.12415926333486
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_14_qualimap_bamqc | Cape_Town_19_14	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_14_merged_sorted_dupsMarked.bam	14448564.0	12533478.0	1687247019.0	1683773341.0	124224.5566	182.0	13.5895	0.0175	1.8343	86.74549249323323
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_15_qualimap_bamqc | Cape_Town_19_15	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_15_merged_sorted_dupsMarked.bam	4307256.0	3659871.0	501193136.0	500090387.0	135299.3246	201.0	13.2977	0.022	0.5449	84.96989730817022
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_16_qualimap_bamqc | Cape_Town_19_16	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_16_merged_sorted_dupsMarked.bam	4042361.0	3803556.0	545526817.0	544214934.0	246703.5857	320.0	13.6267	0.024	0.5931	94.0924375630974
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_1_qualimap_bamqc | Cape_Town_19_1	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_1_merged_sorted_dupsMarked.bam	5413013.0	2602182.0	340313590.0	339572218.0	129205.8685	161.0	12.34	0.0218	0.37	48.072709228668025
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_5_qualimap_bamqc | Cape_Town_19_5	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_5_merged_sorted_dupsMarked.bam	11237076.0	10846979.0	1451865493.0	1448988897.0	122097.9097	164.0	13.7983	0.022	1.5784	96.52848303241875
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_8_qualimap_bamqc | Cape_Town_19_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_8_merged_sorted_dupsMarked.bam	5868052.0	583283.0	47502191.0	47424010.0	51526.3263	91.0	7.0964	0.0185	0.0516	9.939976673690008
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_19_9_qualimap_bamqc | Cape_Town_19_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_19_9_merged_sorted_dupsMarked.bam	13497839.0	12264995.0	1616238249.0	1613056953.0	107924.0063	157.0	13.7712	0.0214	1.7571	90.86636016328244
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_12_qualimap_bamqc | Cape_Town_3_12	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_12_merged_sorted_dupsMarked.bam	12571262.0	12125505.0	1683809712.0	1679814068.0	149260.1479	212.0	14.4702	0.0228	1.8306	96.45415869942094
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_13_qualimap_bamqc | Cape_Town_3_13	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_13_merged_sorted_dupsMarked.bam	9906094.0	8300798.0	1139971138.0	1137133938.0	188666.7803	244.0	14.0582	0.0239	1.2393	83.79486405035122
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_15_qualimap_bamqc | Cape_Town_3_15	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_15_merged_sorted_dupsMarked.bam	12508208.0	5148395.0	604108320.0	602750157.0	109965.4135	160.0	12.7429	0.0224	0.6568	41.16013261052262
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_17_qualimap_bamqc | Cape_Town_3_17	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_17_merged_sorted_dupsMarked.bam	14153775.0	13864258.0	1900851260.0	1896633331.0	119172.5406	191.0	14.5457	0.0217	2.0665	97.95448917338308
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_4_qualimap_bamqc | Cape_Town_3_4	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_4_merged_sorted_dupsMarked.bam	9239162.0	8683913.0	1207522178.0	1204515953.0	169086.7459	224.0	14.1377	0.0236	1.3128	93.99026664972429
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_8_qualimap_bamqc | Cape_Town_3_8	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_8_merged_sorted_dupsMarked.bam	13363727.0	7661121.0	1057432382.0	1054821251.0	143203.063	250.0	13.879	0.0223	1.1496	57.32772751194334
home | santang3 | scratch | glue | results | qc | qualimap | Cape_Town_3_9_qualimap_bamqc | Cape_Town_3_9	/home/santang3/scratch/glue/results/bam/final/Cape_Town_3_9_merged_sorted_dupsMarked.bam	11088431.0	5352578.0	695897299.0	694055482.0	157667.7582	194.0	13.5502	0.0235	0.7565	48.27173474768432
